sample_id,class_id,model_index,original_class_id,source,source_version,signer_id,consent_id,split,raw_path,landmark_path,quality_status,training_status,manual_selectable,risk_tier
signer7_sample2092,gostermek,3,77,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2092_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2092.npz,approved,trainable,true,standard
signer7_sample2099,tehlike,15,192,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2099_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2099.npz,approved,trainable,true,red_flag
signer7_sample2107,yardim,18,211,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2107_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2107.npz,approved,trainable,true,red_flag
signer7_sample2115,hasta,4,82,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2115_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2115.npz,approved,trainable,true,standard
signer7_sample2134,eczane,1,58,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2134_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2134.npz,approved,trainable,true,standard
signer7_sample2143,hasta,4,82,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2143_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2143.npz,approved,trainable,true,standard
signer7_sample2147,nerede,13,138,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2147_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2147.npz,approved,trainable,true,standard
signer7_sample2148,tuvalet,16,200,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2148_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2148.npz,approved,trainable,true,standard
signer7_sample2154,ilac,9,96,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2154_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2154.npz,approved,trainable,true,standard
signer7_sample2165,gostermek,3,77,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2165_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2165.npz,approved,trainable,true,standard
signer7_sample2176,kaza,11,108,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2176_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2176.npz,approved,trainable,true,standard
signer7_sample2181,hasta,4,82,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2181_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2181.npz,approved,trainable,true,standard
signer7_sample2203,yardim,18,211,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2203_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2203.npz,approved,trainable,true,red_flag
signer7_sample2217,tuvalet,16,200,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2217_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2217.npz,approved,trainable,true,standard
signer7_sample2247,yardim,18,211,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2247_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2247.npz,approved,trainable,true,red_flag
signer7_sample2253,yarabandi,17,210,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2253_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2253.npz,approved,trainable,true,standard
signer7_sample2255,ilac,9,96,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2255_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2255.npz,approved,trainable,true,standard
signer7_sample2256,hastane,5,83,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2256_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2256.npz,approved,trainable,true,standard
signer7_sample2271,gostermek,3,77,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2271_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2271.npz,approved,trainable,true,standard
signer7_sample2273,doktor,0,52,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2273_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2273.npz,approved,trainable,true,standard
signer7_sample2277,iyi,10,100,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2277_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2277.npz,approved,trainable,true,standard
signer7_sample2291,iyi,10,100,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2291_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2291.npz,approved,trainable,true,standard
signer7_sample2297,hayir,6,86,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2297_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2297.npz,approved,trainable,true,standard
signer7_sample2300,evet,2,65,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2300_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2300.npz,approved,trainable,true,standard
signer7_sample2318,kotu,12,122,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2318_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2318.npz,approved,trainable,true,standard
signer7_sample2321,kotu,12,122,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2321_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2321.npz,approved,trainable,true,standard
signer7_sample2341,tehlike,15,192,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2341_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2341.npz,approved,trainable,true,red_flag
signer7_sample2350,kotu,12,122,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2350_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2350.npz,approved,trainable,true,standard
signer7_sample2353,tuvalet,16,200,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2353_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2353.npz,approved,trainable,true,standard
signer7_sample2356,nerede,13,138,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2356_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2356.npz,approved,trainable,true,standard
signer7_sample2357,seker,14,172,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2357_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2357.npz,approved,trainable,true,standard
signer7_sample2376,kotu,12,122,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2376_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2376.npz,approved,trainable,true,standard
signer7_sample2429,evet,2,65,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2429_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2429.npz,approved,trainable,true,standard
signer7_sample2437,eczane,1,58,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2437_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2437.npz,approved,trainable,true,standard
signer7_sample2442,doktor,0,52,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2442_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2442.npz,approved,trainable,true,standard
signer7_sample2456,yardim,18,211,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2456_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2456.npz,approved,trainable,true,red_flag
signer7_sample2469,icmek,7,94,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2469_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2469.npz,approved,trainable,true,standard
signer7_sample2491,yorgun,19,222,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2491_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2491.npz,approved,trainable,true,standard
signer7_sample2495,yorgun,19,222,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2495_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2495.npz,approved,trainable,true,standard
signer7_sample2499,kaza,11,108,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2499_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2499.npz,approved,trainable,true,standard
signer7_sample2513,hasta,4,82,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2513_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2513.npz,approved,trainable,true,standard
signer7_sample2532,nerede,13,138,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2532_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2532.npz,approved,trainable,true,standard
signer7_sample2540,doktor,0,52,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2540_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2540.npz,approved,trainable,true,standard
signer7_sample2565,igne,8,95,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2565_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2565.npz,approved,trainable,true,standard
signer7_sample2594,yorgun,19,222,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2594_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2594.npz,approved,trainable,true,standard
signer7_sample2602,iyi,10,100,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2602_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2602.npz,approved,trainable,true,standard
signer7_sample2607,hasta,4,82,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2607_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2607.npz,approved,trainable,true,standard
signer7_sample2609,ilac,9,96,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2609_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2609.npz,approved,trainable,true,standard
signer7_sample2613,yorgun,19,222,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2613_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2613.npz,approved,trainable,true,standard
signer7_sample2627,hastane,5,83,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2627_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2627.npz,approved,trainable,true,standard
signer7_sample2644,nerede,13,138,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2644_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2644.npz,approved,trainable,true,standard
signer7_sample2645,ilac,9,96,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2645_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2645.npz,approved,trainable,true,standard
signer7_sample2648,nerede,13,138,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2648_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2648.npz,approved,trainable,true,standard
signer7_sample2664,doktor,0,52,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2664_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2664.npz,approved,trainable,true,standard
signer7_sample2671,iyi,10,100,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2671_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2671.npz,approved,trainable,true,standard
signer7_sample2695,hayir,6,86,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2695_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2695.npz,approved,trainable,true,standard
signer7_sample2696,kaza,11,108,AUTSL,AUTSL_OpenHands_pose_v1,signer7,dataset_license,train,AUTSL/train_poses/signer7_sample2696_color.pkl,processed/autsl20/landmark46-v1/train/signer7_sample2696.npz,approved,trainable,true,standard
signer8_sample4,igne,8,95,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample4_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample4.npz,approved,trainable,true,standard
signer8_sample8,doktor,0,52,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample8_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample8.npz,approved,trainable,true,standard
signer8_sample13,icmek,7,94,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample13_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample13.npz,approved,trainable,true,standard
signer8_sample17,hasta,4,82,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample17_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample17.npz,approved,trainable,true,standard
signer8_sample32,yarabandi,17,210,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample32_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample32.npz,approved,trainable,true,standard
signer8_sample58,evet,2,65,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample58_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample58.npz,approved,trainable,true,standard
signer8_sample77,evet,2,65,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample77_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample77.npz,approved,trainable,true,standard
signer8_sample88,kaza,11,108,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample88_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample88.npz,approved,trainable,true,standard
signer8_sample93,yorgun,19,222,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample93_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample93.npz,approved,trainable,true,standard
signer8_sample95,icmek,7,94,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample95_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample95.npz,approved,trainable,true,standard
signer8_sample112,hastane,5,83,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample112_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample112.npz,approved,trainable,true,standard
signer8_sample136,iyi,10,100,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample136_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample136.npz,approved,trainable,true,standard
signer8_sample148,kotu,12,122,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample148_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample148.npz,approved,trainable,true,standard
signer8_sample169,nerede,13,138,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample169_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample169.npz,approved,trainable,true,standard
signer8_sample173,kaza,11,108,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample173_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample173.npz,approved,trainable,true,standard
signer8_sample175,hayir,6,86,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample175_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample175.npz,approved,trainable,true,standard
signer8_sample177,yorgun,19,222,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample177_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample177.npz,approved,trainable,true,standard
signer8_sample183,yardim,18,211,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample183_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample183.npz,approved,trainable,true,red_flag
signer8_sample195,yardim,18,211,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample195_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample195.npz,approved,trainable,true,red_flag
signer8_sample202,ilac,9,96,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample202_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample202.npz,approved,trainable,true,standard
signer8_sample205,yarabandi,17,210,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample205_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample205.npz,approved,trainable,true,standard
signer8_sample226,kotu,12,122,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample226_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample226.npz,approved,trainable,true,standard
signer8_sample228,iyi,10,100,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample228_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample228.npz,approved,trainable,true,standard
signer8_sample240,hayir,6,86,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample240_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample240.npz,approved,trainable,true,standard
signer8_sample243,iyi,10,100,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample243_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample243.npz,approved,trainable,true,standard
signer8_sample275,ilac,9,96,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample275_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample275.npz,approved,trainable,true,standard
signer8_sample281,gostermek,3,77,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample281_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample281.npz,approved,trainable,true,standard
signer8_sample291,nerede,13,138,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample291_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample291.npz,approved,trainable,true,standard
signer8_sample295,igne,8,95,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample295_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample295.npz,approved,trainable,true,standard
signer8_sample296,ilac,9,96,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample296_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample296.npz,approved,trainable,true,standard
signer8_sample335,yarabandi,17,210,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample335_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample335.npz,approved,trainable,true,standard
signer8_sample337,iyi,10,100,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample337_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample337.npz,approved,trainable,true,standard
signer8_sample341,iyi,10,100,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample341_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample341.npz,approved,trainable,true,standard
signer8_sample344,yardim,18,211,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample344_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample344.npz,approved,trainable,true,red_flag
signer8_sample353,yorgun,19,222,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample353_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample353.npz,approved,trainable,true,standard
signer8_sample374,tehlike,15,192,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample374_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample374.npz,approved,trainable,true,red_flag
signer8_sample375,kotu,12,122,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample375_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample375.npz,approved,trainable,true,standard
signer8_sample391,eczane,1,58,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample391_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample391.npz,approved,trainable,true,standard
signer8_sample419,hayir,6,86,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample419_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample419.npz,approved,trainable,true,standard
signer8_sample423,seker,14,172,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample423_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample423.npz,approved,trainable,true,standard
signer8_sample442,evet,2,65,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample442_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample442.npz,approved,trainable,true,standard
signer8_sample473,tuvalet,16,200,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample473_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample473.npz,approved,trainable,true,standard
signer8_sample477,hasta,4,82,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample477_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample477.npz,approved,trainable,true,standard
signer8_sample491,nerede,13,138,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample491_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample491.npz,approved,trainable,true,standard
signer8_sample497,kotu,12,122,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample497_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample497.npz,approved,trainable,true,standard
signer8_sample503,tehlike,15,192,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample503_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample503.npz,approved,trainable,true,red_flag
signer8_sample532,yorgun,19,222,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample532_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample532.npz,approved,trainable,true,standard
signer8_sample534,eczane,1,58,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample534_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample534.npz,approved,trainable,true,standard
signer8_sample539,yardim,18,211,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample539_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample539.npz,approved,trainable,true,red_flag
signer8_sample544,kaza,11,108,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample544_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample544.npz,approved,trainable,true,standard
signer8_sample563,ilac,9,96,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample563_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample563.npz,approved,trainable,true,standard
signer8_sample581,hastane,5,83,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample581_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample581.npz,approved,trainable,true,standard
signer8_sample589,ilac,9,96,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample589_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample589.npz,approved,trainable,true,standard
signer8_sample593,tehlike,15,192,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample593_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample593.npz,approved,trainable,true,red_flag
signer8_sample624,evet,2,65,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample624_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample624.npz,approved,trainable,true,standard
signer8_sample644,icmek,7,94,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample644_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample644.npz,approved,trainable,true,standard
signer8_sample647,igne,8,95,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample647_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample647.npz,approved,trainable,true,standard
signer8_sample700,tuvalet,16,200,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample700_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample700.npz,approved,trainable,true,standard
signer8_sample703,gostermek,3,77,AUTSL,AUTSL_OpenHands_pose_v1,signer8,dataset_license,train,AUTSL/train_poses/signer8_sample703_color.pkl,processed/autsl20/landmark46-v1/train/signer8_sample703.npz,approved,trainable,true,standard
